Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Pages/Page_profile/Click Label Silang Notif Sukses""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:12,2023-02-21 12:22:14,2.294s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Panah Kembali""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:14,2023-02-21 12:22:16,1.433s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Pensil""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:16,2023-02-21 12:22:16,0.542s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Text Alamat""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:16,2023-02-21 12:22:17,1.393s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Edit Alamat""), [""alamat"":""Jogja""], STOP_ON_FAILURE)",,,,2023-02-21 12:22:17,2023-02-21 12:22:20,2.696s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Button Simpan Alamat""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:20,2023-02-21 12:22:21,0.832s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Label Silang Notif Sukses""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:21,2023-02-21 12:22:23,1.758s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Panah Kembali""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:23,2023-02-21 12:22:25,1.942s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Pensil""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:25,2023-02-21 12:22:25,0.494s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Text Edit Email""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:25,2023-02-21 12:22:27,1.458s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Edit Email""), [""email"":""studentqa3@binar.id""], STOP_ON_FAILURE)",,,,2023-02-21 12:22:27,2023-02-21 12:22:30,3.222s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Button Simpan Email""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:30,2023-02-21 12:22:31,0.843s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Label Silang Notif Sukses""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:31,2023-02-21 12:22:33,2.300s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Panah Kembali""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:33,2023-02-21 12:22:34,1.399s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Icon Pensil""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:34,2023-02-21 12:22:35,0.533s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Text Edit Sandi""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:35,2023-02-21 12:22:36,1.400s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Edit Sandi Lama""), [""sandi_lama"":""studentQA3""], STOP_ON_FAILURE)",,,,2023-02-21 12:22:36,2023-02-21 12:22:40,3.232s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Edit Sandi Baru""), [""sandi_baru"":""studentQA3""], STOP_ON_FAILURE)",,,,2023-02-21 12:22:40,2023-02-21 12:22:42,2.379s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Edit Sandi Baru Konfirm""), [""konfirm_sandi_baru"":""studentQA3""], STOP_ON_FAILURE)",,,,2023-02-21 12:22:42,2023-02-21 12:22:45,2.803s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Click Button Simpan Sandi""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:45,2023-02-21 12:22:46,0.826s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Label Sukses Update""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:46,2023-02-21 12:22:47,1.869s,PASSED
"callTestCase(findTestCase(""Pages/Page_profile/Back to Menu Akun""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:47,2023-02-21 12:22:49,1.652s,PASSED
"callTestCase(findTestCase(""Pages/Page_akun/Log Out Account""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:22:49,2023-02-21 12:22:55,6.106s,PASSED
