Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:08:40,2023-02-21 12:08:57,16.404s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:08:57,2023-02-21 12:08:58,1.664s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:08:58,2023-02-21 12:09:06,7.842s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:09:06,2023-02-21 12:09:08,1.474s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT004 - User want to register by only filling Name and Email field,,,,2023-02-21 12:09:08,2023-02-21 12:09:37,29.823s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:09:08,2023-02-21 12:09:25,16.775s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:09:25,2023-02-21 12:09:27,2.253s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:09:27,2023-02-21 12:09:29,1.972s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:09:29,2023-02-21 12:09:37,7.986s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:09:37,2023-02-21 12:09:37,0.642s,PASSED
,,,,,,,
"Test Cases/Step Definition/Feature Register/RGT005 - User want to register by only filling Name, Email, and password field",,,,2023-02-21 12:09:37,2023-02-21 12:10:10,32.776s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:09:38,2023-02-21 12:09:54,16.787s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:09:54,2023-02-21 12:09:57,2.285s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:09:57,2023-02-21 12:09:59,2.442s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:09:59,2023-02-21 12:10:01,2.025s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:01,2023-02-21 12:10:10,8.371s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:10,2023-02-21 12:10:10,0.677s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT006 - User want to register by filling all field except City and Address,,,,2023-02-21 12:10:10,2023-02-21 12:10:44,33.557s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:10,2023-02-21 12:10:27,16.604s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:10:27,2023-02-21 12:10:29,1.621s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:10:29,2023-02-21 12:10:31,2.013s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:10:31,2023-02-21 12:10:33,1.970s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:10:33,2023-02-21 12:10:35,2.516s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:35,2023-02-21 12:10:43,7.995s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:43,2023-02-21 12:10:44,0.653s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT007 - User want to register by filling all field except Address,,,,2023-02-21 12:10:44,2023-02-21 12:11:21,36.975s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:10:44,2023-02-21 12:11:01,16.607s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:01,2023-02-21 12:11:03,2.109s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:03,2023-02-21 12:11:05,1.946s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:05,2023-02-21 12:11:07,2.518s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:07,2023-02-21 12:11:10,2.745s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:10,2023-02-21 12:11:12,2.432s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:11:12,2023-02-21 12:11:20,7.740s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:11:20,2023-02-21 12:11:21,0.681s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT008 - User want to register by using used credential,,,,2023-02-21 12:11:21,2023-02-21 12:12:01,40.361s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:11:21,2023-02-21 12:11:38,17.187s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayoreh""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:38,2023-02-21 12:11:40,2.273s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayoreyf2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:40,2023-02-21 12:11:43,2.465s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2g""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:43,2023-02-21 12:11:45,2.466s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:45,2023-02-21 12:11:48,2.116s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:48,2023-02-21 12:11:50,2.500s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Alamat""), [""alamat"":""Jl. Sooyay No.5""], STOP_ON_FAILURE)",,,,2023-02-21 12:11:50,2023-02-21 12:11:52,2.063s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:11:52,2023-02-21 12:12:00,7.825s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:12:00,2023-02-21 12:12:01,1.266s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT009 - User want to register by input incorrect email format on email textfield,,,,2023-02-21 12:12:01,2023-02-21 12:12:40,38.317s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:12:01,2023-02-21 12:12:18,16.634s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:18,2023-02-21 12:12:20,1.711s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey222gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:20,2023-02-21 12:12:22,2.473s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:22,2023-02-21 12:12:24,2.001s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:24,2023-02-21 12:12:27,2.536s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:27,2023-02-21 12:12:29,2.435s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Alamat""), [""alamat"":""Jl. Sooyay No.5""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:29,2023-02-21 12:12:31,1.957s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:12:31,2023-02-21 12:12:39,7.757s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:12:39,2023-02-21 12:12:40,0.625s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT010 - User want to register by input incorrect password format on password textfield,,,,2023-02-21 12:12:40,2023-02-21 12:13:20,40.294s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:12:40,2023-02-21 12:12:56,16.508s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:56,2023-02-21 12:12:58,2.124s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:12:58,2023-02-21 12:13:01,2.477s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""M2""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:01,2023-02-21 12:13:03,2.508s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:03,2023-02-21 12:13:06,2.442s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:06,2023-02-21 12:13:08,1.972s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Alamat""), [""alamat"":""Jl. Sooyay No.5""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:08,2023-02-21 12:13:11,2.912s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:11,2023-02-21 12:13:18,7.772s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:18,2023-02-21 12:13:20,1.360s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT011 - User want to register by see his password,,,,2023-02-21 12:13:20,2023-02-21 12:14:15,54.927s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:20,2023-02-21 12:13:37,16.617s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:37,2023-02-21 12:13:38,1.593s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey084a2@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:38,2023-02-21 12:13:41,2.484s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:41,2023-02-21 12:13:43,2.546s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/See Password""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:43,2023-02-21 12:13:44,0.728s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:44,2023-02-21 12:13:46,2.011s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:46,2023-02-21 12:13:48,1.929s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Alamat""), [""alamat"":""Jl. Sooyay No.5""], STOP_ON_FAILURE)",,,,2023-02-21 12:13:48,2023-02-21 12:13:50,2.498s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:50,2023-02-21 12:13:58,7.599s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:13:58,2023-02-21 12:13:59,1.268s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-21 12:13:59,2023-02-21 12:14:04,5.012s,PASSED
"callTestCase(findTestCase(""Pages/Page_home/Navigate to Menu Akun""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:04,2023-02-21 12:14:09,4.501s,PASSED
"callTestCase(findTestCase(""Pages/Page_akun/Log Out Account""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:09,2023-02-21 12:14:15,5.949s,PASSED
,,,,,,,
Test Cases/Step Definition/Feature Register/RGT012 - User want to register by hide his password,,,,2023-02-21 12:14:15,2023-02-21 12:15:10,55.543s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Navigate to Register Page""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:15,2023-02-21 12:14:31,16.273s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nama""), [""nama"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:31,2023-02-21 12:14:33,1.628s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Email""), [""email"":""mayorey12aw521@gmail.com""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:33,2023-02-21 12:14:35,2.537s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Password""), [""password"":""Mayorey2""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:35,2023-02-21 12:14:38,2.738s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Hide Password""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:38,2023-02-21 12:14:40,1.473s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Nomor HP""), [""nomorhp"":""08218929391""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:40,2023-02-21 12:14:42,1.941s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Kota""), [""kota"":""Jakarta Pusat""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:42,2023-02-21 12:14:44,2.506s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Input Alamat""), [""alamat"":""Jl. Sooyay No.5""], STOP_ON_FAILURE)",,,,2023-02-21 12:14:44,2023-02-21 12:14:47,2.491s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Verify Content""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:47,2023-02-21 12:14:54,7.950s,PASSED
"callTestCase(findTestCase(""Pages/Page_register/Click Daftar""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:14:54,2023-02-21 12:14:55,0.670s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-21 12:14:55,2023-02-21 12:15:00,5.001s,PASSED
"callTestCase(findTestCase(""Pages/Page_home/Navigate to Menu Akun""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:15:00,2023-02-21 12:15:05,4.559s,PASSED
"callTestCase(findTestCase(""Pages/Page_akun/Log Out Account""), [:], STOP_ON_FAILURE)",,,,2023-02-21 12:15:05,2023-02-21 12:15:10,5.587s,PASSED
